price,area,stories,basement,bedrooms,parking,bathrooms,airconditioning
392000,8089,1,yes,2,2,3,yes
194700,7577,1,yes,2,2,2,yes
141000,4426,1,yes,1,2,2,yes
755000,21535,2,yes,4,3,3,yes
335000,26178,2,yes,4,2,3,yes
108480,5400,1,yes,2,1,1,yes
141500,6120,1.5,yes,3,2,1,yes
176000,13811,1,yes,2,2,3,yes
89000,6000,1,yes,2,1,1,yes
123500,6420,1,yes,2,1,1,yes
138500,8450,1,yes,3,1,2,yes
196000,4282,1,yes,2,2,2,yes
312500,14331,1,yes,3,3,3,yes
140000,9600,1,yes,3,2,1,yes
361919,12438,2,yes,4,3,2,yes
140000,7630,2,yes,4,2,2,yes
213000,8400,1,yes,3,2,3,yes
55000,5600,2,no,3,0,2,no
302000,115149,1,yes,2,2,3,yes
254000,6240,1,yes,2,2,3,yes
179540,9018,2,yes,3,2,2,yes
109900,7162,1,yes,3,1,1,yes
52000,4130,1,yes,2,0,1,yes
102776,8712,1.5,yes,2,1,1,yes
189000,4671,1,yes,2,2,3,yes
129000,9873,1,yes,3,2,2,no
130500,13517,2,yes,3,2,2,yes
165000,10140,1,yes,3,2,2,yes
159500,10800,2,yes,3,2,1,yes
157000,10000,1,yes,3,2,1,yes
341000,10542,2,yes,3,3,3,yes
128500,9920,1,yes,3,1,1,yes
275000,6563,1,yes,2,2,3,yes
143000,4426,1,yes,1,2,2,yes
124500,8120,1,yes,3,2,1,yes
135000,8172,1.5,yes,4,1,2,yes
320000,13286,1,yes,3,3,3,yes
120500,6960,1,yes,3,2,1,yes
222000,21695,1,yes,3,2,3,yes
194500,7314,1,yes,2,2,3,yes
110000,11475,1,yes,4,3,3,yes
103000,6240,1.5,yes,2,2,1,yes
236500,5389,1,yes,2,2,3,yes
187500,9590,NA,yes,3,2,3,yes
222500,11404,2,yes,3,2,2,yes
131400,10000,1,yes,3,1,2,yes
108000,8978,1,yes,3,1,1,yes
163000,10800,2.5,yes,2,2,1,no
93500,8544,1,no,2,2,2,no
239900,10463,2,yes,3,3,2,yes
179000,10800,1,yes,3,0,6,yes
190000,9313,2,yes,3,2,2,yes
132000,9600,2,yes,2,2,2,yes
142000,6768,1,yes,3,1,2,yes
179000,8450,1,yes,3,2,2,yes
175000,12886,NA,yes,3,2,2,yes
180000,5395,1,yes,2,2,3,yes
299800,8963,2,yes,4,2,3,yes
236000,8795,2,yes,4,2,2,yes
265979,11700,2,yes,4,4,1,no
260400,10593,1,yes,3,2,3,yes
98000,8405,1.5,no,4,1,2,no
96500,8800,1.5,yes,3,0,1,yes
162000,7750,2,yes,3,2,2,yes
217000,9236,1,yes,3,2,3,yes
275500,10240,2,yes,3,3,2,yes
156000,7930,1,yes,3,2,2,yes
172500,3230,2,yes,3,2,2,yes
212000,10769,2,yes,3,2,2,yes
158900,11616,2,yes,3,2,2,yes
179400,2280,2,yes,3,2,2,yes
290000,12257,2,yes,4,3,2,yes
127500,9100,1,yes,2,1,1,yes
100000,6911,1,yes,2,2,1,yes
215200,8640,2,yes,3,2,2,yes
337000,9430,2,yes,3,3,3,yes
270000,9549,1,yes,2,2,2,yes
264132,14587,1,yes,2,2,2,yes
196500,10421,2,yes,3,2,2,yes
160000,12508,1.5,yes,4,1,3,yes
216837,9100,1,yes,3,2,2,yes
538000,53504,2,yes,4,3,4,yes
134900,7252,NA,yes,2,2,2,yes
102000,8877,1,yes,2,2,1,yes
107000,7819,NA,yes,3,2,2,yes
114500,10150,1,yes,2,1,1,yes
395000,14226,1,yes,3,3,2,yes
162000,4500,1,yes,2,2,3,yes
221500,11210,1,yes,3,3,2,yes
142500,13350,1,yes,3,2,2,yes
144000,8400,1,no,4,2,2,yes
135000,10530,NA,yes,2,2,2,yes
176000,7875,1,yes,3,2,2,yes
175900,7153,2,yes,3,2,2,yes
187100,16285,1,yes,3,2,2,yes
165500,9101,NA,yes,1,2,2,yes
128000,6300,2.5,yes,3,0,2,yes
161500,9790,1,yes,3,2,2,yes
139000,10800,1.5,yes,4,1,3,yes
233000,10142,2,yes,4,2,3,yes
107900,6000,1,yes,2,1,1,yes
187500,12205,2,yes,5,2,2,yes
160200,3182,1,yes,2,2,2,yes
146800,11333,NA,yes,3,2,2,yes
269790,9920,2,yes,3,2,3,yes
225000,9158,1,yes,3,2,2,yes
194500,10832,2,yes,3,2,2,yes
171000,8400,2,yes,3,2,2,yes
143500,8197,1,yes,3,2,1,yes
110000,7677,1,yes,2,1,1,yes
485000,13518,2,yes,4,3,3,yes
175000,7200,1.5,yes,3,1,2,yes
200000,12798,2,yes,4,2,3,yes
109900,4800,1,yes,2,2,2,yes
189000,8199,2,yes,3,2,3,yes
582933,13891,2,yes,4,3,3,yes
118000,9000,1,yes,2,1,1,yes
227680,12274,1,yes,3,2,2,yes
135500,9750,NA,yes,3,1,2,yes
223500,21384,2,yes,3,2,3,yes
159950,13400,NA,yes,3,2,2,yes
106000,8100,2.5,yes,2,2,2,no
181000,10140,1,yes,3,2,2,yes
144500,4438,1,yes,1,2,2,yes
55993,8712,1,yes,2,2,1,no
157900,9750,1,yes,4,1,1,yes
116000,8248,1.5,yes,3,1,1,yes
224900,12137,1,yes,3,2,2,yes
137000,11425,1,yes,2,1,1,yes
271000,13265,1,yes,3,3,3,yes
155000,8816,NA,yes,3,2,2,yes
224000,6371,1,yes,2,2,3,yes
183000,7226,2,yes,3,2,2,yes
93000,6000,1,yes,2,2,1,no
225000,12394,2,yes,3,2,2,yes
139500,9900,1.5,yes,3,1,2,yes
232600,11216,1,yes,3,2,2,yes
385000,14803,1,yes,2,3,3,yes
109500,6130,1.5,yes,2,0,2,yes
189000,8529,1,yes,3,2,2,yes
185000,28698,2,yes,3,2,2,yes
147400,2544,2,yes,2,2,2,yes
166000,11900,1,yes,3,2,2,yes
151000,3180,2,yes,2,2,2,yes
237000,9548,2,yes,3,2,3,yes
167000,10004,1,yes,3,2,1,yes
139950,7875,1,yes,3,2,2,yes
128000,9600,1,yes,2,2,2,yes
153500,8100,1,yes,2,2,2,yes
100000,1680,2,yes,2,1,2,yes
144000,9525,1,yes,3,1,1,yes
130500,11767,1.5,yes,3,1,1,yes
140000,12155,2,yes,4,1,2,no
157500,10440,2,yes,3,2,2,yes
174900,9020,NA,yes,3,2,2,yes
141000,8000,1,yes,6,0,2,no
153900,12665,1.5,yes,4,3,1,yes
171000,16647,NA,yes,3,2,3,yes
213000,9317,2,yes,3,2,3,yes
133500,15523,1,yes,3,1,2,yes
240000,45600,1.5,yes,5,2,3,yes
187000,9600,NA,yes,3,2,2,yes
131500,4435,1,yes,1,2,2,yes
215000,3196,1,yes,2,2,2,yes
164000,7128,2.5,yes,4,1,2,yes
158000,12095,NA,yes,3,2,1,yes
170000,17920,1,yes,3,2,2,yes
127000,6897,1,yes,3,1,2,yes
147000,10970,NA,yes,3,2,2,yes
174000,8125,2,yes,3,2,2,yes
152000,10400,1,yes,3,2,2,yes
250000,11029,2,yes,4,2,3,yes
189950,7642,1.5,yes,3,1,1,yes
131500,11625,1,yes,3,2,2,yes
152000,9672,1,yes,3,2,2,yes
132500,7931,1,yes,3,1,2,yes
250580,8640,1,yes,3,2,2,yes
148500,8750,1,yes,3,2,2,yes
248900,10656,1,yes,3,3,2,yes
129000,6970,1,yes,3,2,2,yes
169000,14762,2,no,2,2,2,yes
236000,9938,2,yes,3,2,3,yes
109500,6600,1,yes,2,1,1,no
200500,8750,2,yes,3,2,2,yes
116000,8892,1,yes,3,2,1,yes
133000,12144,1,yes,3,1,1,yes
66500,5720,1.5,yes,3,1,1,yes
303477,9000,2,yes,4,2,2,yes
132250,25286,1,yes,3,2,2,yes
350000,8834,2,yes,4,3,3,yes
148000,11782,NA,yes,3,2,2,yes
136500,7000,1,yes,3,1,2,yes
157000,7024,1,yes,2,2,2,yes
187500,13758,1.5,yes,3,2,2,yes
178000,9636,2,yes,3,2,2,yes
118500,6204,2.5,yes,5,1,2,no
100000,7150,1,yes,3,1,1,yes
328900,5119,1,yes,2,2,3,yes
145000,8393,1,yes,4,2,2,yes
135500,16466,1.5,yes,3,1,1,yes
268000,15865,1,yes,4,2,3,yes
149500,12160,1,yes,2,2,2,yes
122900,8064,1.5,yes,3,2,1,yes
172500,11184,2,yes,3,2,2,yes
154500,8414,1,yes,3,1,1,yes
165000,13284,1,yes,3,1,2,yes
118858,7018,1,no,4,2,2,yes
140000,7056,2,yes,4,2,2,yes
106500,8765,1,yes,2,1,1,no
142953,7018,2,no,6,2,2,yes
611657,12919,1,yes,2,3,3,yes
135000,6993,1,yes,3,1,1,yes
110000,7340,1,yes,2,1,1,yes
153000,8712,1,yes,2,1,2,yes
180000,7875,2,yes,3,2,2,yes
240000,14859,1,yes,3,3,2,yes
125500,6173,1,yes,3,1,1,yes
128000,9920,1,yes,3,1,2,yes
255000,13501,1,yes,3,3,3,yes
250000,11500,1.5,yes,3,1,1,yes
131000,8885,1,yes,2,2,2,yes
174000,12589,2,yes,3,2,2,yes
154300,11600,2,yes,5,2,2,yes
143500,9286,1,yes,3,1,1,yes
88000,6120,1,yes,3,1,1,no
145000,6270,2,yes,4,3,2,no
173733,3000,2,yes,2,2,2,yes
75000,2001,2,yes,3,1,1,yes
35311,9000,1,yes,1,1,1,no
135000,17140,1,yes,3,1,1,yes
238000,13125,2,yes,4,3,3,yes
176500,11029,1,yes,3,2,2,yes
201000,8462,2,yes,3,2,2,yes
145900,8777,1.5,yes,4,0,4,yes
169990,10237,1,yes,3,2,2,yes
193000,8012,1,yes,2,2,3,yes
207500,10240,1,yes,3,2,3,yes
175000,15611,1,yes,3,2,2,yes
285000,11999,2,yes,4,3,2,yes
176000,9900,2,yes,4,2,2,yes
236500,11838,1,yes,3,2,2,yes
222000,13006,2,yes,4,2,2,yes
201000,8925,1,yes,3,3,2,yes
117500,9100,1,yes,2,1,1,yes
320000,11670,1,yes,3,3,2,yes
190000,8487,1,yes,3,2,2,yes
242000,27650,1,yes,4,2,3,yes
79900,5825,1,yes,1,2,1,yes
184900,10083,1,yes,2,2,3,yes
253000,9675,2,yes,3,2,2,yes
239799,8760,2,yes,3,3,2,yes
244400,24090,2,yes,4,1,2,yes
150900,12640,1,yes,4,2,2,yes
214000,8755,2,yes,3,2,3,yes
150000,7711,1,yes,4,0,4,yes
143000,25000,1,yes,4,2,2,yes
137500,14375,NA,yes,3,2,1,yes
124900,8820,1.5,yes,2,2,1,yes
143000,8163,NA,yes,3,1,2,yes
270000,14536,1,yes,3,3,3,yes
192500,14006,2,yes,3,2,2,yes
197500,9360,1,yes,3,2,2,yes
129000,7200,1,yes,3,2,2,yes
119900,7800,1,yes,3,1,2,yes
133900,7200,NA,yes,2,1,1,yes
172000,11075,2,yes,4,2,2,yes
127500,9400,NA,yes,4,0,2,yes
145000,7136,2,yes,4,2,2,no
124000,1300,2,yes,2,2,1,yes
132000,7420,1,yes,3,2,1,yes
185000,8450,1,yes,3,2,3,yes
155000,2572,2,yes,3,2,3,yes
116500,7207,1,yes,2,0,2,yes
272000,12227,2,yes,4,2,3,yes
155000,2308,2,yes,3,2,3,yes
239000,11923,1,yes,2,2,2,yes
214900,11316,2,yes,4,2,3,yes
178900,10237,2,yes,3,2,2,yes
160000,9600,1.5,yes,2,1,2,yes
135000,7390,1,yes,3,1,2,yes
37900,5925,1.5,yes,2,0,1,no
140000,10382,NA,yes,2,1,2,yes
135000,10800,1.5,yes,4,0,1,no
173000,2268,2,yes,2,2,2,yes
99500,7892,1,yes,2,1,2,yes
182000,11639,1,yes,3,2,2,yes
167500,11414,2,yes,3,2,1,no
165000,2651,2,yes,3,2,3,yes
85500,5900,1,yes,2,0,1,yes
199900,4274,1,yes,1,2,2,yes
110000,9450,1,yes,3,2,1,yes
139000,8816,1,yes,3,2,2,yes
178400,12122,NA,yes,3,2,2,yes
336000,12203,2,yes,4,3,3,yes
159895,3182,1,yes,2,2,2,yes
255900,11250,2,yes,4,2,2,yes
126000,10125,1.5,no,4,2,2,yes
125000,10880,1,yes,3,1,2,no
117000,5310,1.5,yes,2,1,1,yes
395192,10159,1,yes,3,3,3,yes
195000,12046,2,yes,4,2,2,yes
197000,8125,2,yes,3,2,2,yes
348000,9452,2,yes,3,3,3,yes
168000,17671,2,yes,4,2,1,yes
187000,9760,2,yes,3,2,2,yes
173900,8846,2,yes,3,2,2,yes
337500,12456,1,yes,3,3,3,yes
121600,4712,1.5,yes,3,1,2,yes
136500,10659,1,yes,3,1,2,yes
185000,11717,1,yes,2,2,2,yes
91000,9786,1,yes,3,1,1,no
206000,6762,1,yes,2,2,3,yes
82000,10206,1,no,2,2,1,no
86000,5400,1,yes,2,1,1,yes
232000,11957,1,yes,3,3,2,yes
136905,11500,1,yes,4,2,2,yes
181000,3182,1,yes,1,2,2,yes
149900,8385,NA,yes,3,1,2,yes
163500,12155,1,yes,3,2,2,yes
88000,2217,2,yes,3,1,1,yes
240000,12118,1,yes,3,2,2,yes
102000,6000,1.5,yes,4,0,2,yes
135000,21286,1.5,yes,4,1,2,yes
100000,9825,1,no,4,0,2,no
165000,10592,2,yes,3,1,1,yes
85000,7200,1,yes,2,1,2,no
119200,11664,1,yes,2,1,1,yes
227000,8400,2,yes,3,2,3,yes
203000,11883,1,yes,3,2,3,yes
187500,5814,1,yes,1,2,2,yes
160000,10784,NA,yes,3,2,2,yes
213490,3013,1,yes,2,2,2,yes
176000,7024,1,yes,2,2,2,yes
194000,7406,1,yes,2,2,3,yes
87000,9439,1.5,yes,2,1,1,yes
191000,3182,1,yes,2,2,2,yes
287000,15498,1,yes,2,2,3,yes
112500,7700,1,yes,3,2,2,yes
167500,9300,1,yes,3,2,2,yes
293077,9520,1,yes,3,3,3,yes
105000,9492,1.5,yes,3,1,2,yes
118000,1680,2,yes,3,1,1,yes
160000,7082,2,yes,5,0,2,yes
197000,15863,2.5,yes,5,2,3,yes
310000,14541,2,yes,5,3,3,yes
230000,8125,1,yes,3,3,3,yes
119750,6305,1,yes,2,1,1,yes
84000,11500,1,no,3,1,1,no
315500,12898,1,yes,2,3,3,yes
287000,9240,2,yes,3,2,2,yes
97000,1533,2,yes,3,0,1,yes
80000,1477,NA,yes,1,1,2,yes
155000,13125,1,yes,3,2,3,yes
173000,9130,2,yes,4,2,1,yes
196000,5381,1,yes,1,2,3,yes
262280,11839,2,yes,4,2,3,yes
278000,9600,1,yes,4,2,3,yes
139600,13680,1,no,4,2,2,yes
556581,16056,2,yes,4,3,3,yes
145000,9245,1,yes,3,2,1,yes
115000,21750,1,no,3,2,1,yes
84900,11100,1,no,2,1,1,yes
176485,8993,1,yes,3,2,2,yes
200141,11175,1,yes,3,2,2,yes
165000,9500,2,yes,4,2,1,yes
144500,8562,1,yes,4,1,1,yes
255000,11367,2,yes,3,2,3,yes
180000,11361,1,yes,3,2,2,yes
185850,7052,1,yes,2,2,3,yes
248000,29959,2,yes,3,2,2,yes
335000,11308,2,yes,3,3,3,yes
220000,11275,1.5,yes,3,2,1,yes
213500,4920,1,yes,2,2,3,yes
81000,18000,1,yes,2,3,1,yes
90000,13600,2,yes,5,2,2,no
110500,6000,1,yes,2,2,1,yes
154000,11000,1,yes,3,2,1,yes
328000,14000,2,yes,3,2,3,yes
178000,7837,2,yes,3,2,2,yes
167900,9760,2,yes,4,2,2,yes
151400,3964,2,yes,5,2,3,yes
135000,9600,1.5,yes,2,2,1,yes
135000,10152,1,yes,3,1,2,yes
154000,11700,2,yes,4,2,1,yes
91500,7585,1.5,yes,4,1,2,yes
159500,7950,2,yes,3,2,1,yes
194000,8556,1,yes,2,3,2,yes
219500,13125,2,yes,3,1,1,yes
170000,10800,1.5,yes,3,2,2,yes
138800,15870,1,yes,3,1,2,yes
155900,4435,1,yes,1,2,2,yes
126000,8775,1,yes,3,1,1,yes
145000,11040,1,yes,3,2,2,yes
133000,7500,1,yes,3,1,2,yes
192000,8749,1,yes,3,2,2,yes
160000,8800,1,yes,3,1,2,yes
187500,13031,2,yes,3,2,2,yes
147000,9069,NA,yes,2,2,2,yes
83500,1974,2,yes,3,1,1,yes
252000,10574,2,yes,3,3,2,yes
137500,2522,2,yes,3,2,2,yes
197000,3316,1,yes,1,2,2,yes
92900,8544,1,no,2,2,2,no
160000,2160,2,yes,2,2,3,yes
136500,8400,1.5,yes,4,2,2,yes
146000,9230,1,yes,1,2,2,yes
129000,5868,1,yes,2,1,2,yes
176432,9317,1,yes,3,2,2,yes
127000,6882,2,yes,3,0,1,yes
170000,3696,1,yes,2,2,1,yes
128000,6000,1.5,yes,3,1,1,yes
157000,11880,1,yes,3,2,2,yes
60000,8400,1,yes,1,1,1,no
119500,9758,1,yes,3,1,1,yes
135000,7000,1,yes,2,1,1,yes
159500,8910,1,yes,3,2,1,yes
106000,2016,2,yes,3,2,2,yes
325000,12256,2,yes,3,2,3,yes
179900,10357,1,yes,3,2,3,yes
274725,23257,2,yes,3,2,2,yes
181000,8063,2,yes,3,2,2,yes
280000,11362,1,yes,3,3,3,yes
188000,8000,2,yes,3,2,3,yes
205000,10480,2,yes,4,2,2,yes
129900,7100,1,yes,2,1,2,yes
134500,8923,1,yes,2,1,2,yes
117000,5400,1,yes,2,1,1,yes
318000,12085,1,yes,3,3,3,yes
184100,7750,NA,yes,3,2,3,yes
130000,9764,1,yes,3,2,2,yes
140000,13825,NA,yes,3,1,1,yes
133700,7560,1,yes,3,1,1,yes
118400,8263,1,yes,2,1,1,yes
212900,10084,1,yes,3,3,2,yes
112000,8926,1,yes,3,1,1,yes
118000,9405,1,yes,2,0,1,yes
163900,9125,NA,yes,3,2,2,yes
115000,10434,1,yes,2,2,1,yes
174000,3684,1,yes,2,3,2,yes
259000,14572,1,yes,3,3,3,yes
215000,11796,2,yes,4,2,2,yes
140000,7200,NA,yes,2,2,2,yes
135000,7804,1.5,yes,4,2,3,yes
93500,10712,1,yes,3,0,1,yes
117500,9900,2,yes,5,1,2,yes
239500,9828,2,yes,3,2,2,yes
169000,8773,2,yes,3,2,2,yes
102000,6180,1,yes,2,1,1,no
119000,9600,1.5,yes,3,1,1,yes
94000,6342,1.5,yes,2,0,1,no
196000,9819,1,yes,2,2,3,yes
144000,8731,1,yes,3,2,1,yes
139000,7350,1,yes,2,2,2,yes
197500,10304,2,yes,4,2,3,yes
424870,9965,2,yes,4,3,4,yes
80000,9000,1,yes,3,0,1,yes
80000,12180,1.5,yes,2,1,2,no
149000,6240,1.5,yes,3,1,1,yes
180000,11200,1,yes,3,2,3,yes
174500,12000,2,yes,3,1,1,yes
116900,5700,1.5,yes,2,1,1,yes
143000,9000,2,yes,3,2,1,yes
124000,8280,1,yes,2,1,1,yes
149900,17755,1,yes,3,2,1,yes
230000,14115,1,yes,2,2,1,yes
120500,5890,1,yes,2,1,1,yes
201800,13700,2,yes,4,2,1,yes
218000,10768,1,yes,3,2,3,yes
179900,9350,NA,yes,3,2,2,yes
230000,5001,1,yes,2,2,3,yes
235128,11932,1,yes,3,3,2,yes
185000,9120,2,yes,4,2,2,yes
146000,2280,2,yes,3,2,2,yes
224000,14778,1,yes,3,2,2,yes
129000,8724,1,yes,3,2,1,yes
108959,12900,NA,yes,0,2,2,yes
194000,16157,NA,yes,2,2,2,yes
233170,9541,1,yes,3,2,2,yes
245350,10475,1,yes,3,3,2,yes
173000,10852,2,yes,3,2,3,yes
235000,13728,2,yes,4,2,2,yes
625000,35760,2,yes,4,3,4,yes
171000,9880,NA,yes,3,1,2,yes
163000,9120,1,yes,3,2,2,yes
171900,4017,2,yes,2,2,2,yes
200500,18030,1.5,yes,3,0,3,yes
239000,16560,2,yes,4,2,2,yes
285000,10678,1.5,yes,4,2,2,yes
119500,6951,1,yes,3,1,2,yes
115000,3950,1.5,yes,3,1,1,yes
154900,7681,1.5,yes,3,1,1,yes
93000,8335,1,no,3,0,1,yes
250000,11170,2,yes,4,2,2,yes
392500,5587,1,yes,2,2,3,yes
745000,15623,2,yes,4,3,4,yes
120000,10800,1,yes,2,2,2,yes
186700,35133,1,yes,3,3,2,yes
104900,9738,1.5,yes,4,1,2,yes
95000,10615,2,yes,3,2,3,yes
262000,12461,1,yes,2,3,3,yes
195000,8935,2,yes,3,2,2,yes
189000,7500,2,yes,3,2,2,yes
168000,32463,1,yes,3,4,2,yes
174000,2645,2,yes,2,2,2,yes
125000,9600,1.5,yes,3,1,1,yes
165000,4500,1,yes,2,2,3,yes
158000,9364,2,yes,4,1,1,yes
176000,8029,2,yes,3,2,2,yes
219210,14054,2,yes,4,3,2,yes
144000,8850,2.5,yes,3,1,1,yes
178000,9100,1,yes,3,2,2,yes
148000,11235,1,yes,3,2,1,yes
116050,9353,1,yes,3,1,1,yes
197900,10400,2,yes,3,2,2,yes
117000,6000,1.5,yes,3,1,2,yes
213000,9750,1,yes,3,2,2,yes
153500,10140,1,yes,3,2,2,yes
271900,14684,1,yes,3,3,2,yes
107000,8900,1,yes,2,1,2,yes
200000,9135,1,yes,3,2,3,yes
140000,7763,1,yes,3,2,2,yes
290000,10182,1,yes,3,2,3,yes
189000,11218,2,yes,3,2,2,yes
164000,12134,1.5,yes,4,2,2,yes
113000,9340,1,yes,2,1,2,yes
145000,10246,NA,yes,0,1,1,yes
134500,10205,NA,yes,3,1,2,yes
125000,7094,1,yes,3,1,1,yes
112000,8930,1.5,no,4,2,2,yes
229456,8640,1,yes,3,2,3,yes
80500,6240,1.5,no,2,0,1,no
91500,1680,2,yes,3,0,1,yes
115000,7800,1,yes,2,1,1,yes
134000,8250,1,yes,3,1,1,yes
143000,10496,1.5,yes,3,1,2,yes
137900,10680,1,yes,4,2,2,no
184000,15384,2,yes,3,2,3,yes
145000,10482,NA,yes,3,1,1,yes
214000,14598,2,yes,4,3,2,yes
147000,8872,1,yes,2,2,2,yes
367294,8769,1,yes,1,3,2,yes
127000,7910,NA,yes,4,1,2,yes
190000,18890,1.5,yes,4,2,2,yes
132500,7728,NA,yes,3,2,2,yes
101800,9842,1,no,2,2,2,yes
142000,12160,1,yes,3,2,2,yes
130000,8525,2,yes,4,0,1,no
138887,13132,2,yes,4,1,1,yes
175500,2628,2,yes,2,2,2,yes
195000,12393,2,yes,4,2,2,yes
142500,13072,1,yes,3,2,1,yes
265900,9037,1,yes,2,2,2,yes
224900,8158,2,yes,3,2,3,yes
248328,9849,1,yes,3,3,2,yes
170000,10625,NA,yes,3,2,3,yes
465000,13891,1,yes,2,3,3,yes
230000,11435,2,yes,3,2,1,yes
178000,12090,NA,yes,3,2,3,yes
186500,8125,2,yes,3,2,2,yes
169900,12328,NA,yes,3,3,2,yes
129500,9600,2.5,yes,3,2,1,no
119000,7200,1,yes,3,1,1,yes
244000,11160,1,yes,3,2,3,yes
171750,3136,1,yes,2,2,2,yes
130000,9858,1,yes,3,1,2,yes
294000,17542,2,yes,3,2,3,yes
165400,6931,2,yes,3,2,2,yes
127500,6240,1.5,yes,3,1,1,yes
301500,14303,1,yes,2,2,3,yes
99900,4060,1,yes,2,0,1,yes
190000,9587,NA,yes,2,2,3,yes
151000,9750,1,yes,3,2,2,yes
181000,24682,2,yes,3,2,2,yes
128900,9600,1,yes,2,1,1,yes
161500,11250,1.5,yes,5,1,2,yes
180500,13515,2,yes,3,2,1,yes
181000,4060,1,yes,2,2,3,yes
183900,3735,2,yes,3,2,3,yes
122000,10120,2.5,yes,4,1,1,no
378500,13214,1,yes,3,3,2,yes
381000,14100,1.5,yes,4,3,3,yes
144000,11344,1.5,yes,3,1,1,yes
260000,23595,1,yes,0,2,2,yes
185750,9156,1,yes,3,2,2,yes
137000,13526,1,yes,3,1,2,yes
177000,11512,NA,yes,2,1,2,yes
139000,5362,1.5,yes,3,2,2,yes
137000,11345,2,yes,4,2,2,yes
162000,12936,2,yes,3,2,1,yes
197900,17871,NA,yes,3,2,2,yes
237000,9473,2,yes,3,2,3,yes
68400,7500,1.5,yes,2,2,1,yes
227000,9808,1,yes,3,2,3,yes
180000,8049,1,yes,2,2,3,yes
150500,8800,1,yes,3,2,2,yes
139000,9400,2,yes,4,0,2,yes
169000,9638,1.5,yes,4,1,2,yes
132500,6000,1.5,yes,4,1,1,yes
143000,9790,1,yes,3,2,2,yes
190000,36500,1,yes,4,2,2,yes
278000,5664,1,yes,2,2,3,yes
281000,11065,2,yes,3,3,2,yes
180500,14112,NA,yes,3,2,2,yes
119500,1680,2,yes,3,1,2,yes
107500,6600,2,yes,4,1,2,no
162900,10140,2,yes,4,2,2,yes
115000,8172,1,yes,2,2,2,yes
138500,8400,1,yes,3,1,2,yes
155000,8700,1,yes,3,2,3,yes
140000,3675,NA,yes,2,2,3,yes
160000,63887,2,yes,3,2,4,yes
154000,7500,1,yes,3,1,2,yes
225000,10762,2,yes,3,2,2,yes
177500,7500,2,yes,3,1,1,yes
290000,10120,2,yes,4,3,3,yes
232000,8688,1,yes,3,3,2,yes
130000,3363,2,yes,3,2,2,yes
325000,13173,1,yes,2,2,3,yes
202500,6955,1,yes,2,2,2,yes
138000,8072,1,yes,3,2,2,yes
147000,12000,1,yes,2,2,2,yes
179200,7153,1,yes,3,2,3,yes
335000,17500,1,yes,3,2,3,yes
203000,8814,1,yes,3,2,3,yes
302000,9572,2,yes,4,2,2,yes
333168,14774,2,yes,4,3,2,yes
119000,8190,1,yes,3,1,2,yes
206900,11075,2,yes,4,2,2,yes
295493,10226,1,yes,3,3,3,yes
208900,4230,1,yes,2,2,2,yes
275000,14781,1,yes,3,3,2,yes
111000,10215,1,yes,3,1,1,yes
156500,8400,1,yes,3,2,2,yes
72500,6627,1,no,2,1,1,no
190000,10186,2,yes,3,2,3,yes
82500,5330,1,yes,2,0,1,yes
147000,9986,1,yes,2,3,2,yes
55000,3636,1,yes,2,0,1,no
79000,4270,1,yes,3,0,1,yes
130500,6600,1,yes,3,1,1,yes
256000,10440,1.5,yes,5,2,2,yes
176500,9084,2,yes,3,2,2,yes
227000,10000,1,yes,3,3,2,yes
132500,10780,NA,yes,3,2,1,yes
100000,8877,1,yes,2,1,2,yes
125500,7200,1.5,yes,2,1,1,yes
125000,2368,2,yes,3,2,1,yes
167900,9650,1,yes,2,2,2,yes
135000,9246,1,yes,4,2,2,yes
52500,4118,1,yes,2,0,1,no
200000,13450,2,yes,3,2,3,yes
128500,9560,1,yes,3,1,1,yes
123000,8294,1,yes,3,4,1,yes
155000,13695,1,yes,3,2,2,yes
228500,9375,2,yes,3,2,2,yes
177000,7558,1.5,yes,3,2,1,yes
155835,11103,2,yes,3,2,2,yes
108500,6000,1,yes,2,1,1,yes
262500,20781,1,yes,3,2,2,yes
283463,15306,1,yes,3,3,3,yes
215000,16196,1,yes,3,2,3,yes
122000,5250,2,yes,4,0,2,no
200000,11643,2,yes,6,4,3,yes
171000,9247,2,yes,4,2,1,yes
134900,6000,1.5,yes,2,2,1,yes
410000,14720,1.5,yes,4,3,3,yes
235000,10316,2,yes,3,3,3,yes
170000,10192,NA,yes,4,2,3,yes
110000,9477,1,yes,3,1,1,yes
149900,12537,1,yes,3,2,2,yes
177500,2117,2,yes,3,2,2,yes
315000,16737,1,yes,3,3,3,yes
189000,9842,2,yes,4,2,3,yes
260000,16158,1,yes,3,2,3,yes
104900,12513,1.5,yes,4,1,2,yes
156932,8499,2,yes,3,2,2,yes
144152,3180,2,yes,2,2,2,yes
216000,7500,2,yes,3,2,3,yes
193000,9179,2,yes,3,2,3,yes
127000,2665,2,yes,4,1,2,yes
144000,4435,1,yes,1,2,2,yes
232000,10635,1,yes,3,2,3,yes
105000,5400,1.5,yes,2,1,1,yes
165500,9600,NA,yes,3,1,2,yes
274300,9750,2,yes,3,2,3,yes
466500,11400,1,yes,2,3,3,yes
250000,10625,2,yes,3,3,2,yes
239000,10991,1,yes,3,3,2,yes
91000,6292,1,yes,2,1,1,no
117000,10998,1.5,yes,3,2,2,yes
